Assay_Type	AvgSpotLen	BioSample	Experiment	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	Sex	individual	tissue	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	Platform	ReleaseDate	SRA_Study	source_name
Bisulfite-Seq	51	SAMN09393975	SRX4192997	RANDOM	GENOMIC	2018-06-11	4816	1916	Pan troglodytes	SRR7289935	SRS3403832	GSM3184771	male	YN07-147	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393974	SRX4192998	RANDOM	GENOMIC	2018-06-11	633	426	Pan troglodytes	SRR7289936	SRS3403833	GSM3184772	male	YN07-147	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393973	SRX4192999	RANDOM	GENOMIC	2018-06-11	7648	5386	Pan troglodytes	SRR7289937	SRS3403834	GSM3184773	male	YN07-147	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393972	SRX4193000	RANDOM	GENOMIC	2018-06-11	11977	5431	Pan troglodytes	SRR7289938	SRS3403835	GSM3184774	male	YN07-147	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393971	SRX4193001	RANDOM	GENOMIC	2018-06-11	9249	6839	Pan troglodytes	SRR7289939	SRS3403836	GSM3184775	male	YN07-147	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393970	SRX4193002	RANDOM	GENOMIC	2018-06-11	5791	3818	Pan troglodytes	SRR7289940	SRS3403837	GSM3184776	male	YN07-147	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393969	SRX4193003	RANDOM	GENOMIC	2018-06-11	5885	3991	Pan troglodytes	SRR7289941	SRS3403838	GSM3184777	male	YN07-147	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393968	SRX4193004	RANDOM	GENOMIC	2018-06-11	578	400	Homo sapiens	SRR7289942	SRS3403839	GSM3184778	male	60705	heart (later reclassified as liver)	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393967	SRX4193005	RANDOM	GENOMIC	2018-06-11	217	164	Homo sapiens	SRR7289943	SRS3403840	GSM3184779	male	60705	heart (later reclassified as liver)	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393966	SRX4193006	RANDOM	GENOMIC	2018-06-11	9905	6860	Homo sapiens	SRR7289944	SRS3403841	GSM3184780	male	60705	heart (later reclassified as liver)	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393965	SRX4193007	RANDOM	GENOMIC	2018-06-11	9931	7046	Homo sapiens	SRR7289945	SRS3403842	GSM3184781	male	60705	heart (later reclassified as liver)	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393964	SRX4193008	RANDOM	GENOMIC	2018-06-11	4546	2778	Homo sapiens	SRR7289946	SRS3403844	GSM3184782	male	60705	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393963	SRX4193009	RANDOM	GENOMIC	2018-06-11	4084	1604	Homo sapiens	SRR7289947	SRS3403843	GSM3184783	male	60705	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393962	SRX4193010	RANDOM	GENOMIC	2018-06-11	7159	2986	Homo sapiens	SRR7289948	SRS3403846	GSM3184784	male	60705	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393961	SRX4193011	RANDOM	GENOMIC	2018-06-11	6100	3865	Homo sapiens	SRR7289949	SRS3403845	GSM3184785	male	60705	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393960	SRX4193012	RANDOM	GENOMIC	2018-06-11	2641	1816	Homo sapiens	SRR7289950	SRS3403848	GSM3184786	male	60705	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393959	SRX4193013	RANDOM	GENOMIC	2018-06-11	6443	4001	Homo sapiens	SRR7289951	SRS3403847	GSM3184787	male	60705	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393958	SRX4193014	RANDOM	GENOMIC	2018-06-11	7141	4843	Homo sapiens	SRR7289952	SRS3403849	GSM3184788	male	60705	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393957	SRX4193015	RANDOM	GENOMIC	2018-06-11	6137	4239	Homo sapiens	SRR7289953	SRS3403850	GSM3184789	male	61317	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393950	SRX4193016	RANDOM	GENOMIC	2018-06-11	7020	4849	Homo sapiens	SRR7289954	SRS3403851	GSM3184790	male	61317	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393949	SRX4193017	RANDOM	GENOMIC	2018-06-11	7679	5194	Homo sapiens	SRR7289955	SRS3403852	GSM3184791	male	61317	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393956	SRX4193018	RANDOM	GENOMIC	2018-06-11	6553	4520	Homo sapiens	SRR7289956	SRS3403855	GSM3184792	male	61317	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393955	SRX4193019	RANDOM	GENOMIC	2018-06-11	4378	2700	Homo sapiens	SRR7289957	SRS3403854	GSM3184793	male	61317	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393954	SRX4193020	RANDOM	GENOMIC	2018-06-11	9553	4020	Homo sapiens	SRR7289958	SRS3403853	GSM3184794	male	61317	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393953	SRX4193021	RANDOM	GENOMIC	2018-06-11	2240	1584	Homo sapiens	SRR7289959	SRS3403856	GSM3184795	male	61317	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393952	SRX4193022	RANDOM	GENOMIC	2018-06-11	3068	2115	Homo sapiens	SRR7289960	SRS3403858	GSM3184796	male	61317	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393951	SRX4193023	RANDOM	GENOMIC	2018-06-11	3017	2063	Homo sapiens	SRR7289961	SRS3403857	GSM3184797	male	61317	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393948	SRX4193024	RANDOM	GENOMIC	2018-06-11	2041	1379	Homo sapiens	SRR7289962	SRS3403859	GSM3184798	male	61317	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393947	SRX4193025	RANDOM	GENOMIC	2018-06-11	9056	6525	Homo sapiens	SRR7289963	SRS3403860	GSM3184799	male	62789	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393946	SRX4193026	RANDOM	GENOMIC	2018-06-11	10705	7781	Homo sapiens	SRR7289964	SRS3403862	GSM3184800	male	62789	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393945	SRX4193027	RANDOM	GENOMIC	2018-06-11	8886	6329	Homo sapiens	SRR7289965	SRS3403864	GSM3184801	male	62789	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393944	SRX4193028	RANDOM	GENOMIC	2018-06-11	10357	7352	Homo sapiens	SRR7289966	SRS3403863	GSM3184802	male	62789	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394009	SRX4193029	RANDOM	GENOMIC	2018-06-11	4279	3148	Homo sapiens	SRR7289967	SRS3403861	GSM3184803	male	62789	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394008	SRX4193030	RANDOM	GENOMIC	2018-06-11	9437	6308	Homo sapiens	SRR7289968	SRS3403867	GSM3184804	male	62789	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09394007	SRX4193031	RANDOM	GENOMIC	2018-06-11	6519	4513	Homo sapiens	SRR7289969	SRS3403865	GSM3184805	male	62789	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394032	SRX4193032	RANDOM	GENOMIC	2018-06-11	7456	5030	Homo sapiens	SRR7289970	SRS3403868	GSM3184806	male	62789	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394031	SRX4193033	RANDOM	GENOMIC	2018-06-11	7719	5268	Homo sapiens	SRR7289971	SRS3403866	GSM3184807	male	62905	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09394030	SRX4193034	RANDOM	GENOMIC	2018-06-11	6268	4322	Homo sapiens	SRR7289972	SRS3403869	GSM3184808	male	62905	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394029	SRX4193035	RANDOM	GENOMIC	2018-06-11	8479	5476	Homo sapiens	SRR7289973	SRS3403870	GSM3184809	male	62905	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394028	SRX4193036	RANDOM	GENOMIC	2018-06-11	7940	5489	Homo sapiens	SRR7289974	SRS3403871	GSM3184810	male	62905	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09394027	SRX4193037	RANDOM	GENOMIC	2018-06-11	8222	5946	Homo sapiens	SRR7289975	SRS3403872	GSM3184811	male	62905	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394026	SRX4193038	RANDOM	GENOMIC	2018-06-11	6079	4497	Homo sapiens	SRR7289976	SRS3403874	GSM3184812	male	62905	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394025	SRX4193039	RANDOM	GENOMIC	2018-06-11	2697	1807	Homo sapiens	SRR7289977	SRS3403873	GSM3184813	male	62905	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394024	SRX4193040	RANDOM	GENOMIC	2018-06-11	7501	5344	Homo sapiens	SRR7289978	SRS3403876	GSM3184814	male	62905	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09394023	SRX4193041	RANDOM	GENOMIC	2018-06-11	5821	3467	Homo sapiens	SRR7289979	SRS3403875	GSM3184815	male	62905	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09394022	SRX4193042	RANDOM	GENOMIC	2018-06-11	6950	2850	Macaca mulatta	SRR7289980	SRS3403877	GSM3184816	male	YN07-314	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09394021	SRX4193043	RANDOM	GENOMIC	2018-06-11	10112	6743	Macaca mulatta	SRR7289981	SRS3403878	GSM3184817	male	YN07-314	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394020	SRX4193044	RANDOM	GENOMIC	2018-06-11	3796	2682	Macaca mulatta	SRR7289982	SRS3403880	GSM3184818	male	YN07-314	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394019	SRX4193045	RANDOM	GENOMIC	2018-06-11	6629	4213	Macaca mulatta	SRR7289983	SRS3403879	GSM3184819	male	YN07-314	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394018	SRX4193046	RANDOM	GENOMIC	2018-06-11	2823	1869	Macaca mulatta	SRR7289984	SRS3403881	GSM3184820	male	YN07-314	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394017	SRX4193047	RANDOM	GENOMIC	2018-06-11	8842	5769	Macaca mulatta	SRR7289985	SRS3403882	GSM3184821	male	YN07-314	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394016	SRX4193048	RANDOM	GENOMIC	2018-06-11	9785	7225	Macaca mulatta	SRR7289986	SRS3403883	GSM3184822	male	YN07-314	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09394015	SRX4193049	RANDOM	GENOMIC	2018-06-11	10110	4286	Macaca mulatta	SRR7289987	SRS3403884	GSM3184823	male	YN07-314	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394014	SRX4193050	RANDOM	GENOMIC	2018-06-11	8877	6112	Macaca mulatta	SRR7289988	SRS3403885	GSM3184824	male	YN07-314	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09394013	SRX4193051	RANDOM	GENOMIC	2018-06-11	6960	4883	Macaca mulatta	SRR7289989	SRS3403886	GSM3184825	female	YN07-330	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09394012	SRX4193052	RANDOM	GENOMIC	2018-06-11	9392	6824	Macaca mulatta	SRR7289990	SRS3403887	GSM3184826	female	YN07-330	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394011	SRX4193053	RANDOM	GENOMIC	2018-06-11	10272	6950	Macaca mulatta	SRR7289991	SRS3403888	GSM3184827	female	YN07-330	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394010	SRX4193054	RANDOM	GENOMIC	2018-06-11	9792	7011	Macaca mulatta	SRR7289992	SRS3403889	GSM3184828	female	YN07-330	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09394238	SRX4193055	RANDOM	GENOMIC	2018-06-11	9983	6606	Macaca mulatta	SRR7289993	SRS3403890	GSM3184829	female	YN07-330	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394237	SRX4193056	RANDOM	GENOMIC	2018-06-11	10665	7747	Macaca mulatta	SRR7289994	SRS3403891	GSM3184830	female	YN07-330	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09394236	SRX4193057	RANDOM	GENOMIC	2018-06-11	9452	3979	Macaca mulatta	SRR7289995	SRS3403893	GSM3184831	female	YN07-330	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394235	SRX4193058	RANDOM	GENOMIC	2018-06-11	9255	6087	Macaca mulatta	SRR7289996	SRS3403892	GSM3184832	female	YN07-330	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09394234	SRX4193059	RANDOM	GENOMIC	2018-06-11	10512	7254	Macaca mulatta	SRR7289997	SRS3403894	GSM3184833	male	YN07-315	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09394233	SRX4193060	RANDOM	GENOMIC	2018-06-11	9631	6934	Macaca mulatta	SRR7289998	SRS3403897	GSM3184834	male	YN07-315	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09394232	SRX4193061	RANDOM	GENOMIC	2018-06-11	9805	6663	Macaca mulatta	SRR7289999	SRS3403895	GSM3184835	male	YN07-315	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393943	SRX4193062	RANDOM	GENOMIC	2018-06-11	9848	7307	Macaca mulatta	SRR7290000	SRS3403896	GSM3184836	male	YN07-315	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393942	SRX4193063	RANDOM	GENOMIC	2018-06-11	8993	6289	Macaca mulatta	SRR7290001	SRS3403898	GSM3184837	male	YN07-315	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393941	SRX4193064	RANDOM	GENOMIC	2018-06-11	8722	6310	Macaca mulatta	SRR7290002	SRS3403899	GSM3184838	male	YN07-315	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393940	SRX4193065	RANDOM	GENOMIC	2018-06-11	4897	2950	Macaca mulatta	SRR7290003	SRS3403901	GSM3184839	male	YN07-315	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393939	SRX4193066	RANDOM	GENOMIC	2018-06-11	5019	3507	Macaca mulatta	SRR7290004	SRS3403902	GSM3184840	male	YN07-315	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393938	SRX4193067	RANDOM	GENOMIC	2018-06-11	4499	3439	Macaca mulatta	SRR7290005	SRS3403900	GSM3184841	male	YN07-315	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393937	SRX4193068	RANDOM	GENOMIC	2018-06-11	8627	6163	Macaca mulatta	SRR7290006	SRS3403903	GSM3184842	male	YN07-317	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393936	SRX4193069	RANDOM	GENOMIC	2018-06-11	9757	7223	Macaca mulatta	SRR7290007	SRS3403904	GSM3184843	male	YN07-317	heart	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393935	SRX4193070	RANDOM	GENOMIC	2018-06-11	3788	2807	Macaca mulatta	SRR7290008	SRS3403905	GSM3184844	male	YN07-317	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393934	SRX4193071	RANDOM	GENOMIC	2018-06-11	9848	6742	Macaca mulatta	SRR7290009	SRS3403907	GSM3184845	male	YN07-317	kidney	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393933	SRX4193072	RANDOM	GENOMIC	2018-06-11	8655	5630	Macaca mulatta	SRR7290010	SRS3403906	GSM3184846	male	YN07-317	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	59	SAMN09393932	SRX4193073	RANDOM	GENOMIC	2018-06-11	9575	6832	Macaca mulatta	SRR7290011	SRS3403908	GSM3184847	male	YN07-317	liver	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	50	SAMN09393931	SRX4193074	RANDOM	GENOMIC	2018-06-11	4821	2935	Macaca mulatta	SRR7290012	SRS3403909	GSM3184848	male	YN07-317	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	51	SAMN09393930	SRX4193075	RANDOM	GENOMIC	2018-06-11	956	550	Macaca mulatta	SRR7290013	SRS3403910	GSM3184849	male	YN07-317	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
Bisulfite-Seq	52	SAMN09393929	SRX4193076	RANDOM	GENOMIC	2018-06-11	5118	3575	Macaca mulatta	SRR7290014	SRS3403911	GSM3184850	male	YN07-317	lung	PRJNA445737	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	ILLUMINA	2018-09-25	SRP136499	post mortem frozen tissue
